,Ce,K,La,Na,Nd,Pb,Sr,Ti,Yb,Na_new
0,101.97897488067046,3.408349188750641,49.64366151737812,4.558725529703709,57.42495790217863,1.5582525873107542,1229.8085542334345,2.83859471635994,2.284986007348281,1.3941392389602774
1,99.95132576861192,3.3377571804483575,48.00651716882944,4.509548109752856,56.83775280103259,1.5272698334762433,1209.4465637145402,2.8095897671519854,2.2632440624626615,1.4172613857891307
2,97.44922434493824,3.250424930100789,46.02207546788875,4.448267602193785,56.10962324966441,1.4890373838785131,1184.1031259554645,2.774098946474398,2.237378396406094,1.4300591891229288
3,94.17013489261865,3.136134574349528,43.660186578209036,4.362485436691719,55.103634031477156,1.4389324516698947,1149.7942731053404,2.727510463324665,2.2083582671410134,1.4326751970763967
4,88.84082560129913,2.94741319057744,39.74075209194123,4.225021603348845,53.52978941677064,1.3574998818534674,1093.270507355827,2.659021400003454,2.1741264685791113,1.4317588678134923
5,83.3144910446276,2.7520413128312153,35.817914267722216,4.078058251771971,51.84485470137693,1.2730567392218146,1034.004517360748,2.585996188228155,2.1376903646332233,1.4289491225090107
6,78.40807002909592,2.5803798045428805,32.24503060618768,3.9546353610413365,50.52844261948912,1.1980859596975613,983.153519300612,2.5168136161953054,2.102888579826135,1.439889376490696
7,73.53946365611817,2.409582974501044,28.827336287825418,3.829340025032958,49.216647459715475,1.1236929930476467,931.9573621001223,2.4485696806589505,2.072183218167612,1.4520394813121709
8,68.77863845556311,2.242750744489791,25.644708336967188,3.7025523919740277,47.88636910374047,1.050946937351559,881.1544031464036,2.38014599809064,2.0417090839904257,1.463719496307233
9,64.082843668955,2.0782853328842603,22.666101670673545,3.5734296637953293,46.518501298499615,0.9791945552132347,830.2180354709783,2.3116420195300225,2.0117098721638444,1.4745589363007094
10,59.36403954462635,1.9126901237094511,19.858425288919168,3.4372564764632765,45.05381729782456,0.9070905872693334,777.6777941718453,2.243090719722591,1.984377918988052,1.4815532064918915
11,54.67804607189471,1.7486884061709589,17.227541388259738,3.2973763136518306,43.53090736827307,0.8354879705382896,724.6797284274664,2.173465201839563,1.9568864732527518,1.487115933757318
12,50.06740528861811,1.5878403892972799,14.798580425098262,3.153483794980945,41.95065007494246,0.7650367531367795,671.5750094619617,2.1028663624090274,1.9298050515611047,1.4908086304377404
13,45.69280075084444,1.4359847905421128,12.641482379432242,3.0105882260984322,40.36884092068784,0.6981922016258065,620.3394766070305,2.0330689651296807,1.903247145856864,1.4933895981823457
14,41.58571733302289,1.294347733485943,10.743420749021567,2.870982453017163,38.815266229580935,0.6354354091633381,571.5967716538144,1.9643191328381102,1.876690842241057,1.4918485571014883
15,37.56049783754076,1.156049310852044,9.023808313169928,2.726404308035317,37.176599378253485,0.5739295085532545,522.6602230146638,1.8955000969256426,1.8520784248545423,1.4853670933282306
16,33.77191280369304,1.026987003694784,7.512725971687179,2.5845030088671788,35.56578342679579,0.5160394146574492,476.0270598700659,1.827088765732302,1.8276973599971564,1.479759081190959
17,30.271464721666227,0.9087989395900851,6.22195319930346,2.446212303385912,33.98129286774202,0.4625520925212159,432.21842790352736,1.7600608255677992,1.8036288360459938,1.473322872533852
18,27.08231091537219,0.802222424302036,5.133932853897361,2.313919482456413,32.45485739311694,0.4138213891992356,391.7470883413117,1.6949792723559982,1.779641544757417,1.466961495268875
19,24.06409877339306,0.702177754208639,4.193632853794919,2.1804787041969993,30.883145337493193,0.36770269772587033,352.52963953741255,1.6307905980230017,1.757306437559951,1.455399692016446
20,21.27759133153278,0.6109268652055839,3.3972987370590095,2.0499247111974452,29.32642771472711,0.32512448554124806,315.73103745838705,1.5673628636091377,1.7348680682011628,1.442394546655331
21,18.744003021666007,0.5290718250824955,2.7336035966126047,1.9241054024843842,27.815409197273013,0.2864109120458304,281.7783560922007,1.5051805700721954,1.7125096556619785,1.4289351610449756
22,16.516034288156437,0.45814212394263615,2.1978577496785396,1.8072435426902071,26.405775617183245,0.25236724718744985,251.55918480506952,1.4457500076105365,1.6901752648599193,1.4182895261124473
23,14.48577165581805,0.39434353045663806,1.7556742142934585,1.693737224620167,25.00621677005414,0.22134455840808573,223.45440760681473,1.3884291166808,1.6690199346291228,1.4028367589472108
24,12.596607801851105,0.3358862230081999,1.3822736791980592,1.580694882859152,23.594540849335075,0.19247787812675712,196.83961099213553,1.3307642574484402,1.647640314353762,1.3849801101752022
25,10.916609922543019,0.28480508888872197,1.0822749356626316,1.4728647761164615,22.228707805958244,0.16680728234785602,172.7723307914788,1.2748325644719258,1.6262808744915014,1.3662153158194659
26,9.444114715515333,0.2408869907158104,0.8445374888838371,1.3717629707567938,20.93555316227263,0.14430735558512395,151.38042709295226,1.220974875761363,1.6047699731344949,1.3473275156590185
27,8.123072940766361,0.2022414979691057,0.6523576931866789,1.2744708373989717,19.676900242245825,0.12412165783853525,131.8870447061603,1.1680848999287277,1.5831377877815709,1.3272328802536768
28,6.936004002316879,0.1681850664167056,0.49835246784277054,1.17957051850303,18.4261601351469,0.1059830832272528,113.99691757834367,1.1165009630833214,1.562750836562852,1.303171096530712
29,5.8991539985610615,0.1391311782744218,0.3781594532696604,1.0898669931177944,17.22933874035383,0.0901398743413405,98.13378245851445,1.0664149040085535,1.5421689402388237,1.278130360467978
30,5.00010560323073,0.11454995383216052,0.2852584800052424,1.0056588761967893,16.09014766127849,0.07640229274885665,84.1719520647982,1.018123406035095,1.521524970006478,1.2527748593954062
31,4.224127284475461,0.09387624104376766,0.2139466729242399,0.9269079556546685,15.010184838899336,0.06454523864223966,71.94638370100026,0.971654363119312,1.5007987162096985,1.2268258476686198
32,3.5498097865848304,0.07637483744210306,0.1590442393691641,0.8520691419336345,13.97575386630035,0.05424157568635565,61.13911900461433,0.9267136068862009,1.481473832802814,1.1992770465594194
33,2.9752526544994664,0.06188668273070003,0.11753686122138991,0.7829243876097162,13.012881142215127,0.045462264669771164,51.817829344639,0.8837334238162904,1.4626775024248395,1.1733999462411289
34,2.4837957435186575,0.049857113230116865,0.08619236895392063,0.7184765041267376,12.108368506086176,0.037952736318621255,43.73543707338582,0.842406154519471,1.4445186689155245,1.1456436392311267
35,2.04702122479977,0.03948265522021451,0.062056927092624316,0.6547131566552586,11.188661657356262,0.03127876234838359,36.38050476072884,0.8018084981962417,1.4281971138395249,1.1098715340621796
36,1.675135330661606,0.03097188613680674,0.04415025228107899,0.5948365757771049,10.308014233400755,0.0255962953751349,30.041813790015134,0.7621003209342398,1.4108417813878884,1.0738318778016709
37,1.3633921628970167,0.02410986867098708,0.031120343470113828,0.53923432259279,9.479757863468155,0.020832817429665793,24.661561951449578,0.7239022220865872,1.3941372814179342,1.036907879936038
38,1.1047027359783421,0.018645018587658047,0.021737032725818697,0.4882991219389796,8.711587605173449,0.0168800078502633,20.1535308107219,0.6872454585248299,1.3773554317730576,1.0023433886915711
39,0.8413416035885886,0.013315052132307445,0.01437566811882654,0.42093001817708625,7.568115823636617,0.012855813976735653,15.213211544729088,0.6469427324858623,1.3677821620096082,0.8975489839343535
40,0.6290436459413303,0.009337661765750144,0.009403314301332328,0.3564997748681985,6.4281348179401165,0.009611872348848857,11.2439062089586,0.6068900683401539,1.360490656499502,0.7807539054921537
41,0.5187383600198355,0.00743353732932656,0.006736239298243286,0.325786096675109,5.948897691522512,0.007926392597926187,9.40349083634016,0.5775208113778563,1.3457743624986,0.7588424500865406
42,0.42942938681379383,0.005942972132617651,0.004820089743470968,0.2993442454246237,5.5414712082722355,0.006561739357086838,7.911615345828863,0.549862675914834,1.3293368227111855,0.7450426084026689
43,0.35272541497526044,0.004698790877638026,0.003399415844718373,0.27427411317978834,5.152820120321078,0.005389692249197531,6.601576423372016,0.5232089943972005,1.3142192564488617,0.7305433896132236
44,0.28491956861505513,0.0036324993274970785,0.002343890069884956,0.24878875244407664,4.743560688318979,0.004353609707190999,5.401924816177511,0.4966592295057494,1.3000628168431247,0.7084658024196074
45,0.22971116874724443,0.002797566717055615,0.0016101073464031832,0.22560426048740423,4.366748967109773,0.0035100178586166416,4.408490473949877,0.47159462032062766,1.286219342296859,0.6871947882323677
46,0.18332806292248124,0.0021245236835586243,0.0010882579826027073,0.2036741274001882,4.003477533407311,0.0028012777017017536,3.5579771603214776,0.447177190726135,1.2722432551989635,0.6632282622399116
47,0.14593658302777737,0.0016060146781001787,0.0007268550468907469,0.18431523985972595,3.683906828883373,0.0022299308102716425,2.8690612584857993,0.4236993715476927,1.256129262613347,0.6463902471067131
48,0.11468091564081702,0.001190895187271662,0.00047781869398573354,0.16551585311242473,3.363324158244165,0.0017523399673469513,2.2748479568650786,0.4011086384508843,1.2415284726152527,0.6232215189826397
49,0.08865045188226012,0.000862646160443379,0.0003052864939879611,0.1476450492355286,3.0552023738317735,0.001354590945569341,1.771503616078065,0.37900675833918834,1.2283085506926148,0.5977934569641821
50,0.06731898284741722,0.0006088676326732966,0.0001892549967525649,0.13066226809766288,2.7567229727535163,0.00102864320140366,1.351832338699813,0.3572328419705973,1.2152721697910258,0.5719753940678526
51,0.05089995087345909,0.0004259931917197322,0.00011675083533916072,0.11539951392649167,2.4815318379659583,0.0007777581627523469,1.02411824433227,0.3368098615771044,1.2022865989790739,0.5454731477308757
52,0.04014046750714911,0.0003136852936106336,7.706582774577727e-05,0.10401668293403335,2.275733253525308,0.0006133517955251994,0.8087498942916309,0.3203052203034153,1.190235711526004,0.5321895527845437
53,0.034208220903834526,0.000254924839905334,5.891313671940329e-05,0.0965978514310385,2.135368777328808,0.0005227062616884739,0.6867096081156921,0.3098154796935104,1.1832884847147491,0.5213480174717895
54,0.031284219199101466,0.00022731956015845545,5.091092792354797e-05,0.09262811079238983,2.059541838136767,0.0004780271184922131,0.6267663196009224,0.30403724661565695,1.1797579464124437,0.5146541732655249
55,0.029399429749183977,0.00021002941841534957,4.6104598747204104e-05,0.08990634442960752,2.0080896604637406,0.0004492272796989067,0.588052206666125,0.30011789105252007,1.17852618596871,0.5103209315229368
56,0.027987063381495265,0.00019741050052101937,4.2719050001461334e-05,0.08777000765317901,1.9668535697172207,0.00042764612976817933,0.5590948938265273,0.2969635550504889,1.1771655889042971,0.5067167364840065
57,0.02669978240497102,0.0001860803603452393,3.968865325248724e-05,0.08581295761391185,1.9295560034531007,0.00040797630160397183,0.5329451107254577,0.29401204373305945,1.1761616204690426,0.5030832153349712
58,0.02533210970836333,0.0001741327049519676,3.6537718796275043e-05,0.08368722949742644,1.8885529434049693,0.00038707807703781017,0.5051182860060389,0.290753865483166,1.1746907721453457,0.4988895970319868
59,0.023852963972040314,0.00016133046311530305,3.3172557085722035e-05,0.08138138710456852,1.8443429945322893,0.00036447652928414773,0.47519373912767504,0.2871462593997501,1.1731061068434059,0.49353462574436247
60,0.02238038541199254,0.00014869948402490403,2.994468852633433e-05,0.07896582654288115,1.7982416812721858,0.0003419753288759474,0.4451011158108764,0.28342933322842456,1.1721626688954447,0.4889347853084692
61,0.02103744137667393,0.00013743834897863333,2.7126754030460125e-05,0.07671724786614283,1.7541966057822256,0.00032145496161301447,0.4178762040563295,0.2797970674593975,1.1701422230000582,0.48342639411264077
62,0.01980649903203207,0.0001272792550835451,2.4628311359724843e-05,0.07458413498752112,1.7125218487093583,0.000302645995396076,0.39296490640812426,0.27623989864334825,1.1679453016760375,0.479607569028428
63,0.018586061825633354,0.00011735227053948461,2.222793494978283e-05,0.072442010671711,1.6707389966790316,0.0002839975491183367,0.36833970508886865,0.2726773503315627,1.1662359309743267,0.47351867576360296
64,0.017291442211323976,0.000106913068908874,1.9780749223486542e-05,0.07004190518229317,1.6237929923493009,0.0002642155855720134,0.3419131203147416,0.2687402231255715,1.164790834359675,0.46729591788916636
65,0.016165250347534247,9.80180062521499e-05,1.7790929718779476e-05,0.06781344743064012,1.579154015100585,0.0002470072209300651,0.3186943492124588,0.26516825071267525,1.1638157474690851,0.46024474961807643
66,0.015113283257795793,8.990899155964939e-05,1.5955279467004733e-05,0.06576362486353421,1.5385192115437294,0.00023093302091708364,0.29754771325368956,0.2615493415080122,1.1617270670465785,0.4539214490412231
67,0.014029130856213894,8.16339874750468e-05,1.4152900595907416e-05,0.06351783519236792,1.493946013853819,0.0002143670249676149,0.2754237290642667,0.25775401926258734,1.1607509792267765,0.44689664497414533
68,0.012972254394607453,7.374107646684553e-05,1.2448967219115648e-05,0.06130703974597786,1.4504145792227814,0.00019821780908568283,0.25411718986494336,0.2538505468231768,1.1596108690745919,0.43924927996474006
69,0.011943994915900945,6.620921404817003e-05,1.090317371527839e-05,0.058981846240909415,1.4028476287340126,0.0001825058645893185,0.23311355862744623,0.24973761945525977,1.1576033523871039,0.43183551968028766
70,0.01118636960753085,6.082263662219943e-05,9.809874991822021e-06,0.057224143628857964,1.3678512967632106,0.00017092924697415578,0.21785183790640497,0.24650950780950526,1.1566581897592147,0.4268821334010086
71,0.010439503841932535,5.5597045674899216e-05,8.794870449157481e-06,0.055392551212460533,1.3303428887642508,0.00015951703663394381,0.202633434490109,0.24327093864699015,1.1561863827249952,0.4193454772369686
72,0.009760273513312172,5.0941257523656214e-05,7.897108449959815e-06,0.05368292174710155,1.2956544985773157,0.000149138304957232,0.18892439679899561,0.2400749123657356,1.155309504881532,0.4141222869470753
73,0.009113314520238162,4.6588666295039665e-05,7.081673677904918e-06,0.05199514252618986,1.2611283382141105,0.0001392526836708719,0.17584133184967043,0.23698491399301166,1.155195931646286,0.4067698265543587
74,0.008461405148532289,4.2282886854854934e-05,6.279858178798193e-06,0.050262794399374235,1.2257433117718708,0.00012929141992663951,0.16278953256515785,0.23360497751776005,1.1541756055139998,0.400365856651369
75,0.00791815322736116,3.8778607980654476e-05,5.6522933437267544e-06,0.04872553456537265,1.193816278704821,0.00012099045678480562,0.15185811236167643,0.23059609540917214,1.1532765774295786,0.39502062377219826
76,0.007436046740558661,3.5747458588919865e-05,5.1180360039422295e-06,0.047336136502306454,1.1645427203155416,0.00011362380418510695,0.142261787289673,0.2277656953923531,1.1518862107786771,0.38875883070291833
77,0.00691778460358222,3.251797262784803e-05,4.562545971784758e-06,0.04577821842421712,1.131815418049997,0.00010570468833996611,0.13186006490792093,0.22467291695700123,1.151263107269227,0.38162390236583804
78,0.006412722850166699,2.9428847357327778e-05,4.052098410389122e-06,0.04415970326375767,1.0970161220217935,9.798727614855747e-05,0.12162743699330894,0.22151641644811282,1.1508328675323063,0.37375116828080523
