,La,Ce,Pb,Nd,Sr,Ti,Yb,K,Na,Na_new
0,8.996245509111697,18.328229912037493,0.6094898308040971,9.764530538198255,246.77158079050346,2.010546530915745,0.5374214834992617,0.1515127014080924,10.873331935407217,3.842688547829215
1,8.803916686999349,18.09738661826033,0.6018133317236215,9.721886168880866,244.06513959796658,2.004126261343851,0.5370938464641868,0.14932800381729852,10.814350080870266,4.010191486603924
2,8.577214500091578,17.821526870072802,0.5926398484109722,9.670119093033826,240.82979243041999,1.9962974657145085,0.5365979703213877,0.14672549418588318,10.743662715797534,4.164117929914451
3,8.360169261681598,17.55233435818298,0.5836880784193866,9.618288595391585,237.64729375313937,1.9886620854427786,0.5361583341890821,0.14418697997967858,10.673544707286172,4.296583238481885
4,8.123125454658672,17.253245813914297,0.5737421410802854,9.559504793155007,234.0982453236702,1.9800626523457863,0.5356196687125924,0.14137320269848633,10.594887926022565,4.404824079043601
5,7.89727604957729,16.962523572601672,0.564074418091267,9.50089470836595,230.62184071139708,1.9716834472990523,0.5351398093416153,0.1386409740172322,10.517114321189066,4.482482733394446
6,7.6678913117185346,16.66164813964389,0.5540690592755688,9.438858751207418,227.004171243371,1.9629292725981353,0.5346402718570297,0.1358190197791911,10.435507385045833,4.518892161086743
7,7.551815482768895,16.32046441290776,0.5427232821394505,9.299007316935322,222.39084246497853,1.946006397236357,0.5338278691153889,0.13312697895175035,10.27701568800994,4.518618000116898
8,7.349654989421925,15.89548174768692,0.528590841965836,9.155715400921617,216.98425620890964,1.925004275565287,0.5320890056251317,0.129659279757777,10.103733873119712,4.544541054836065
9,7.155183961413618,15.488738454384384,0.5150649367253716,9.020232090011344,211.82719576438163,1.903980972843226,0.530423984753698,0.12636040080877106,9.934491278096203,4.57350159573888
10,6.992711435993171,15.145716861606047,0.5036580429037639,8.912288405515499,207.59631662590812,1.8848120533931814,0.5288965975606134,0.12366108550283667,9.7922852728573,4.621502970664395
11,6.780451810315128,14.676443150961976,0.48805274136215593,8.730448958586694,201.2547720268388,1.864103838754779,0.5280110694752765,0.11969700800210045,9.589095604891996,4.60756674123121
12,6.60165813460441,14.31572628195684,0.47605740605082125,8.615965182690346,196.7619115169189,1.8439686936312987,0.5265040144710479,0.1168049909794744,9.43772793670601,4.6541770581151685
13,6.412498236204946,13.90596266940709,0.46243106264061573,8.46360778671083,191.32404080874815,1.8243467475025477,0.5257371197258353,0.11339774895934111,9.2591870262651,4.659676596954019
14,6.231806995714226,13.547453753036367,0.4505091509323257,8.348816488810451,186.86009721544588,1.8045068644496294,0.5241917389775081,0.1105082951159039,9.110721593506373,4.706362252337367
15,6.0188275685129735,13.108787919186698,0.4359216885240232,8.185994308896982,181.02894492436593,1.783823845977619,0.5233725374732257,0.1068050927800501,8.92168038717638,4.707491688544802
16,5.8432556416976436,12.760509846397623,0.42433999489208235,8.071111251159442,176.63919333374605,1.7636512028713724,0.5219595012523787,0.10399014731262365,8.77035127678966,4.753913477147217
17,5.6718859061028475,12.385620000408514,0.41187334918223084,7.924467041251647,171.6222355622154,1.7446332291822522,0.5212084155995604,0.1008826257115959,8.600460904235744,4.756178655549862
18,5.446390693674906,11.933166417847215,0.3968273868167719,7.750362237825569,165.55086645478434,1.7231633462215477,0.5203244197859173,0.09701179772025532,8.402932359452153,4.749447222894776
19,5.276249246049211,11.600176428501676,0.3857540855083691,7.6382498330830195,161.34797442943298,1.703098515163226,0.5188642422305487,0.09431624968599056,8.25576013397907,4.795486099753629
20,5.101874688658826,11.227668123239878,0.3733666359272167,7.4879104589356995,156.3254416936925,1.6838536887714823,0.5181510998996756,0.09119874696054084,8.084047211680877,4.7933009549885846
21,4.892379986846086,10.805576146039186,0.35933032314619606,7.319046322927766,150.63020268789947,1.662797827740988,0.5172704923547321,0.08759254585177231,7.894021792118689,4.783839657586336
22,4.679532598644106,10.381381779333767,0.34522409717499447,7.1477742194971485,144.88968593932407,1.6412855328239069,0.5164425499001212,0.08395450532692596,7.70055924337001,4.772699000868446
23,4.492018870055266,9.99590400372002,0.3324053587935397,6.9864389600501315,139.64402264511892,1.6209090384493767,0.5157180591392092,0.08067629386318222,7.518851226817438,4.763255227999061
24,4.304439926490138,9.615398053422687,0.319751954270588,6.827961885598994,134.51059205879446,1.6007914819828075,0.5147939279906635,0.07744573125489577,7.343123199349969,4.752099456472759
25,4.137025368924771,9.295543182341772,0.30911545024414433,6.7106368244126875,130.41220141299522,1.580633803959002,0.5131885945042886,0.07481245126007788,7.19743385140187,4.7900332937479915
26,3.984177461966067,8.967936624835014,0.2982211704220668,6.564998949380112,125.93189644515095,1.5618101581464356,0.5124400280152678,0.07206890593604551,7.035207270913116,4.769772086193652
27,3.820827434112724,8.628828775761821,0.2869444248471863,6.415788524537447,121.312686912308,1.5422639405960479,0.511590307891137,0.06921023376282641,6.868899047146502,4.746423706628764
28,3.6409896493346348,8.26749265303287,0.2749284967754397,6.257282628025672,116.38109507880323,1.5215155571980412,0.510756822724242,0.06612872316901168,6.6919366670727065,4.718930120450478
29,3.4586172617591955,7.904598509405753,0.2628607580324952,6.096774340996277,111.42644462603597,1.5003991611214784,0.5098954082100234,0.06302642347239026,6.513268715347463,4.688945742908404
30,3.2912120394087125,7.5631644026017915,0.2515066547183492,5.938881744796612,106.73239646751779,1.4802283822828828,0.509037370316199,0.06011749106450609,6.341703920364027,4.658233190050784
31,3.1341492495225167,7.243053336523381,0.2408616311432952,5.7914164507799155,102.35996865917866,1.460301076171072,0.5081341617192566,0.05741333912418732,6.178567262108235,4.628738904081871
32,2.998037172060615,6.9789352828093,0.2320786079794065,5.683212034539555,98.92762701632523,1.4410047865029996,0.5065613156383397,0.05525017317655394,6.046648729238056,4.649869329773986
33,2.8591677812172485,6.688612890056343,0.22242418161707542,5.543559225201243,94.93799760616585,1.42188036568361,0.5056896613864826,0.052817172522039706,5.892920338465422,4.619329528370674
34,2.7048035687075713,6.3740543190632355,0.21196380158405045,5.390492173430551,90.59609742390944,1.4016009406511114,0.5047386814018882,0.05014512065645297,5.727594316302149,4.582150076907421
