,SiO2,TiO2,Al2O3,Fe2O3,FeO,MgO,CaO,Na2O,T_pyMelt,T_MELTS,F_MELTS,F_pyMelt,P,Augite,Garnet,Liquid,Olivine,Orthopyroxene,X
31,39.5802097315696,1.73581251301203,10.0520280921733,1.59438383767472,13.6397781540844,22.5006591048112,8.4387412873588,2.45838727931601,1468.1372132229126,1513.699999999994,0.045560866470049734,0.052632774200380275,2460.0,13.5289434069237,9.00293337756203,0.673677149720775,49.7385426819509,20.9059033838426,0.007178232815351892
32,39.5048147119998,1.73854457534643,10.1150322683513,1.63814530861107,13.6410668834761,22.5321305666867,8.62446414810896,2.20580153741963,1466.6398488449931,1514.699999999992,0.04769653208583297,0.054612023676541055,2440.0,13.3402416453245,8.88412728391639,0.659685160357436,49.5584614276163,21.1974844827854,0.0070449077355557
33,39.5529255102941,1.7246117767951,10.2707015930065,1.62527355150516,13.5194438851524,22.4275786944774,8.66159134256389,2.21787364620547,1465.1367447072103,1512.899999999992,0.04962880097630352,0.05660295181173447,2420.0,13.2571333047485,8.73125531423816,0.662084349745596,49.491143677631,21.3083833536368,0.007084904759182404
34,39.602422114907,1.71000872442541,10.4267056100715,1.61203856058815,13.3976532155243,22.3228830675911,8.70024737152716,2.22804133536542,1463.6279966077589,1511.0999999999926,0.05156106986677451,0.05860535007279352,2400.0,13.1692837513954,8.57676928680098,0.668413864919466,49.4218274122457,21.4237056846385,0.0071672085022460395
35,39.653560892814,1.69562578389899,10.5836474228198,1.59783556996347,13.2796801095439,22.2120588145302,8.73491003818035,2.24268136824928,1462.1136936103126,1509.1999999999925,0.05359503711990219,0.06061902279705902,2380.0,13.0882997952676,8.41921230658509,0.665168124914412,49.3218680586195,21.5654517146134,0.007147733987904707
36,39.7058845005876,1.68141077588174,10.741942686145,1.58459532070299,13.1566500530758,22.1026295725637,8.77102671359748,2.25586037744583,1460.5939186293476,1507.2999999999934,0.05552730601037217,0.06264378597017117,2360.0,13.0021662131178,8.26408957489144,0.665999233532457,49.2556515461097,21.6820934323487,0.007171306487912743
37,39.7596075312704,1.66654138111024,10.9004677386709,1.5710156058154,13.0335310627676,21.9930918638764,8.80870435470764,2.26704046178157,1459.0687489487616,1505.3999999999933,0.05745957490084431,0.06467946613806413,2340.0,12.9111668828135,8.10724354897607,0.670823847362806,49.1874591679887,21.8033065528589,0.007238064818329804
38,39.8149432465712,1.65023158027213,11.0580800532657,1.55582253207947,12.9151915987466,21.8819813508469,8.84803594655061,2.2757136916673,1457.5382566827527,1503.499999999994,0.05949354215397171,0.0667258994347856,2320.0,12.8160572713636,7.94432450561696,0.679458850307979,49.0816330128208,21.9585263598906,0.007347089644333687
39,39.8705625738514,1.63749748275065,11.219584967388,1.54325688584901,12.7932337366487,21.7627370308572,8.87734432574393,2.29578299691108,1456.0025091865218,1501.3999999999942,0.06162920776975566,0.06878293071068214,2300.0,12.7384807692926,7.79134006327652,0.667872552077392,49.0104386666784,22.061867948675,0.007238241596156852
40,39.9288240544666,1.6222777379023,11.3804537883357,1.52927966917015,12.6688312978505,21.6484410551201,8.91405513488342,2.30783726227116,1454.461569423196,1499.3999999999942,0.06356147666022549,0.0708504127478687,2280.0,12.6435832042283,7.63197989771444,0.671617026811669,48.9431097880756,22.18971008317,0.007293842602211869
41,39.9886851479513,1.60566901347027,11.5402806222505,1.51374365528589,12.5492289995377,21.5326497902256,8.95244161162694,2.31730115965177,1452.9154962924156,1497.399999999995,0.06559544391335333,0.07292820555171954,2260.0,12.5448875463022,7.46628400212219,0.679128574870459,48.8382368149257,22.3514630617794,0.007391473387793419
42,39.9079686457288,1.60652273397197,11.5959025545323,1.55577918206127,12.5591755923708,21.5630484124758,9.15804813628851,2.05355474257051,1451.364344925235,1498.2999999999925,0.06793450625444981,0.07501617570888867,2240.0,12.4001598205148,7.29702273453261,0.658854788979521,48.6852683777756,22.6086942781974,0.0071888138459304035
