,SiO2,TiO2,Al2O3,Fe2O3,FeO,MgO,CaO,Na2O,T_pyMelt,T_MELTS,F_MELTS,F_pyMelt,P,Augite,Garnet,Liquid,Olivine,Orthopyroxene,X,Spinel
117,40.0471378130376,1.75715619781758,11.2642099638297,1.80280272512683,10.5923344947543,23.1335298908828,9.26917013226932,2.13365878228186,1485.2599443682764,1515.4999999999986,0.17553137394487914,0.18307557309966058,2360.0,5.73164512938062,6.83119016165877,0.61758726088413,41.2670826642758,26.6224947838007,0.007617950670829281,
118,40.098807198353,1.73944045280398,11.4211001303196,1.78621446060036,10.4967030807269,23.0088971875388,9.30468582560751,2.14415166404985,1483.6755526147222,1513.4999999999905,0.17746364283534968,0.18509359127585348,2340.0,5.66256251314616,6.67741842738309,0.623290368951708,41.1857061273898,26.7310225631293,0.007706359655683823,
119,40.1499225684938,1.72380031031074,11.579985975189,1.77210765194839,10.3986570158857,22.8810282116272,9.335575275241,2.1589229913042,1482.087517487306,1511.3999999999905,0.17949761008847795,0.18711809442151403,2320.0,5.60191143586919,6.53039662394654,0.623839742091017,41.1310246041872,26.792827593906,0.007732272460225798,
120,40.204195442703,1.70787673350814,11.7404607866637,1.7563325282511,10.302756746325,22.7471431854827,9.36210891831585,2.17912565875058,1480.4958317592368,1509.1999999999907,0.18163327570426105,0.18914904791104423,2300.0,5.57330134596076,6.337574134829,0.611958449776741,41.0826415147705,26.864524554663,0.007604802408061898,
121,40.26033914898,1.68987001991417,11.8994786415889,1.73930336626459,10.2060587638495,22.6179916030045,9.39630910586902,2.1906493505292,1478.9004878770947,1507.0999999999917,0.18356554459473073,0.19118641591130028,2280.0,5.50632535770245,6.18130267093887,0.616448835767683,41.0020713194758,26.9738518161153,0.007678734875033409,
122,40.3173096690002,1.67290423379667,12.0598887116106,1.72287916206142,10.1103279190845,22.4841035163646,9.42595138425478,2.20663540382729,1477.3014779512682,1504.899999999992,0.18570121021051555,0.19323016132522683,2260.0,5.47259857535747,5.98520307127918,0.610748166824045,40.9508040632691,27.0506461232702,0.007627677867166792,
123,40.3780691031672,1.65413358307812,12.2203514307987,1.70388471978208,10.0158133814421,22.3489678285199,9.45737032634522,2.2214096268667,1475.6987937457977,1502.699999999993,0.18773517746364352,0.19528024573306993,2240.0,5.435257055916,5.78108656265146,0.605963397090561,40.8749999036151,27.1726930807268,0.007586871129216998,
124,40.4400561550511,1.63493433499796,12.3806290523593,1.68466464541963,9.92147448132521,22.213905336023,9.49039494420078,2.23394105062306,1474.0924266675968,1500.4999999999932,0.18976914471677034,0.19733662933098597,2220.0,5.39567759560366,5.57506133164964,0.604182058776569,40.797867712523,27.2972113014471,0.007583557911090365,
125,40.5031802555515,1.61534738592213,12.5406495832935,1.66526403242739,9.82737701683088,22.0789612189675,9.525054805838,2.24416570116903,1472.4823677550226,1498.2999999999934,0.19180311196989658,0.1993992708668205,2200.0,5.35397658013695,5.36705492564612,0.605358198866078,40.7194837391685,27.4241265561824,0.007617443046005758,
126,40.5673536523044,1.59541092370589,12.7003426580945,1.64572349993133,9.73358343586934,21.944180685254,9.56138152555101,2.2520236192895,1470.8686076657605,1496.0999999999945,0.19383707922302443,0.20146812757307336,2180.0,5.31026235579392,5.15698931225978,0.609461177473792,40.6399192160532,27.5533679384193,0.007688421565204895,
127,40.6331332484316,1.57811822104647,12.864660229636,1.62846108819315,9.63544393644219,21.8015246337707,9.58674409630384,2.27191454617602,1469.25113666399,1493.6999999999948,0.19597274483880808,0.20354315509659984,2160.0,5.2819122928983,4.95681793532495,0.59950519553794,40.5905616043682,27.6312029718706,0.007582914185908679,
128,40.698712259787,1.55833532471879,13.0246630536185,1.61018298458566,9.53776976226295,21.6688221361362,9.62640708181116,2.27510739707974,1467.6299446067924,1491.499999999996,0.1979050137292782,0.20562430742509466,2140.0,5.23473004609069,4.74733011274149,0.610176569390978,40.5440670067411,27.7336962650358,0.007736484967553918,
129,40.7667253888642,1.54026160135697,13.1882578586111,1.59256936346297,9.44034004123619,21.5265796774853,9.65508012845329,2.29018594052996,1466.0050209297588,1489.0999999999963,0.20004067934506217,0.20771153681003177,2120.0,5.20198023674764,4.54321881603527,0.606270086300508,40.4922204271773,27.8163104337393,0.007707476306896871,
130,40.8358163233977,1.52181631965847,13.3514293225326,1.57480078179328,9.34330564705903,21.3845972315517,9.68542564952481,2.30280872448235,1464.376354631759,1486.6999999999966,0.20217634496084583,0.20980479368583438,2100.0,5.16708678417591,4.33707717272551,0.605399655493,40.4391582928534,27.9012780947522,0.007717012816991713,
131,40.9079336109633,1.50371900003903,13.516890563389,1.55682787606051,9.2446499188396,21.2380976263346,9.71110736185766,2.32077404251632,1462.7439342588198,1484.199999999998,0.20431201057662876,0.21190402658512006,2080.0,5.13789141832964,4.13170186602276,0.598312935704481,40.3886269934981,27.9834667864451,0.007647148973728021,
132,40.9788444334298,1.48350707290103,13.6774693178163,1.53822723459072,9.14709477846008,21.1018848889092,9.75142459873141,2.32154767516144,1461.1077478870627,1481.8999999999983,0.20624427946710092,0.21400918204969047,2060.0,5.09120364981657,3.91636350344991,0.61127787302998,40.3417820025443,28.0893729711592,0.007831875375143887,
133,40.8308625521143,1.48516700498336,13.6710245789916,1.59669695066452,9.22527709611265,21.1979490811063,10.0717578464776,1.92126488954964,1459.4677831046513,1483.9999999999945,0.20848164344554,0.21612020453702047,2040.0,4.92743646947492,3.73335002423254,0.60047554520188,40.2086036568892,28.3601343042015,0.007715219647974812,
134,40.9021951669982,1.4670999091906,13.8346053029483,1.57977089966618,9.12463491525101,21.055678912548,10.1044316503959,1.9315832430018,1457.8240269926841,1481.499999999996,0.2105156106986684,0.21823703632201905,2020.0,4.89657216460692,3.5269140903234,0.60045866011911,40.1910172443352,28.4150378406153,0.007734879043141962,
135,40.9728569809508,1.44790546668347,13.9948699514529,1.56244002091977,9.02628249948412,20.9181982377198,10.145576282638,1.93187056015121,1456.1764661049745,1479.0999999999963,0.2125495779517945,0.22035961739362234,2000.0,4.85492324248172,3.31449490373945,0.614658349487072,40.1683759944456,28.4775475098462,0.00793824550545101,
136,41.0485179788715,1.42915133223597,14.158828598072,1.54384254346165,8.92932002141846,20.7704715593775,10.1753932724669,1.94447469409608,1454.5250864466484,1476.4999999999977,0.21468524356757887,0.2224878853460476,1980.0,4.82806466785275,3.10159173770485,0.610263401735056,40.1169032918701,28.5631769008372,0.007902918955387936,
137,41.1252334013434,1.41005398041981,14.3221396788912,1.52505210884685,8.8328238665025,20.6231099047443,10.2070672083658,1.95451985088605,1452.8698734514883,1473.8999999999983,0.21682090918336255,0.22462177526425367,1960.0,4.79904061478103,2.88609257498374,0.60949390559658,40.0641844659376,28.651188438701,0.007914477413278541,
138,41.2049490771241,1.39130085822877,14.4876008406199,1.50617825418095,8.73490934831744,20.4715870261469,10.2339117577545,1.96956283762738,1451.2108119579436,1471.199999999999,0.2189565747991445,0.22676121960323278,1940.0,4.77608848602328,2.67163620133323,0.601892705891301,40.0138346230098,28.7365479837425,0.007837144607959637,
139,41.2828407607667,1.37233827293098,14.6505370498455,1.48855669803234,8.63521866589853,20.3267059599323,10.2693697125675,1.97443288002616,1449.5478861837266,1468.5999999999913,0.2209905420522729,0.22890614806077192,1920.0,4.74291982518005,2.45610476563999,0.609147479311458,39.9941789831647,28.7976489467038,0.007952316962290575,
140,41.3810831884875,1.35682300367231,14.8354344008141,1.46896501985358,8.5236425482973,20.1433134432393,10.2524821597477,2.0382562358882,1448.5340112162548,1465.1999999999935,0.22312620766805627,0.23011994154162269,1900.0,4.76963013844659,2.262250858378,0.53868397530552,39.9642582526036,28.8551767752663,0.0070517603783940295,
141,41.4780127700303,1.34056335387993,15.0156152810801,1.44842392375162,8.42609867404199,19.9571288368696,10.2366745170625,2.09748264328389,1447.6477203172135,1461.7999999999956,0.22454998474524548,0.23082869257912675,1880.0,4.76327564311288,2.10567350302154,0.482700546854977,39.9502992292094,28.9480510778012,0.006330498975147239,
142,41.5662253361692,1.3208171409396,15.1810422534004,1.4269435396687,8.33691841312433,19.7949674729438,10.2568376031164,2.11624824063756,1446.758451520082,1458.8999999999974,0.22556696837180845,0.23158752577914396,1860.0,4.80018709341059,1.92332864996429,0.462692823830477,39.9377791673986,29.0260122653961,0.006076071225613613,
143,41.7518313724424,1.25833320966422,15.2952328364025,1.27202478065569,8.3220368556243,19.6379670638422,10.4263212660549,2.03625261531379,1445.8661557853945,1457.7999999999975,0.2263805552730606,0.2323856295149428,1840.0,5.24828272312558,0.576152325733933,0.458825115543775,39.5582447875786,29.8782079189728,0.006031617136108523,0.350287129045247
144,41.8977693755598,1.23724492124309,15.3772374952807,1.2120570125994,8.26130668849744,19.4918123659194,10.5070821755653,2.01548996533494,1444.9707851221401,1455.8999999999983,0.22719414217431091,0.2332169652909505,1820.0,5.39380057551344,,0.460548872222983,39.3692194282855,30.266356275393,0.006060651035965036,0.500074848585073
145,42.0118681411792,1.23899165079338,15.4597667283951,1.20988887280598,8.16648105244173,19.3508442168663,10.5313106062159,2.03084873130239,1444.07229169438,1453.3999999999905,0.22800772907556252,0.2340774845972317,1800.0,5.31041144852005,,0.470817406055848,39.3313058923434,30.3069718809769,0.006202310710787096,0.490493372103732
146,42.1334349923284,1.24187638513439,15.5475803572409,1.20706625969675,8.06676721809929,19.2003514270711,10.543021734023,2.05990162640622,1443.1706273730993,1450.699999999992,0.22892301433946938,0.23496420577392876,1780.0,5.24643158870491,,0.464281892312311,39.3177229128135,30.3058355955724,0.006123475234928927,0.485728010596845
